Sex,search,intel_led,search_result,officer_race,officer_race3,officer_age,officergender,officer_gender,Age,RateViolentCrime_tract,RatePropertyCrime_tract,RateNarcoticsCrime_tract,escalation,correct_new_contains_intro_greeting,correct_new_intro,correct_new_greeting,correct_new_reason,correct_new_ID,correct_new_details,correct_new_sanction,correct_order_total,correct_new_history,correct_new_search,correct_new_help,correct_new_legitimacy,correct_new_closing,binary_correct_new_contains_intro_greeting,binary_correct_new_intro,binary_correct_new_greeting,binary_correct_new_reason,binary_correct_new_ID,binary_correct_new_details,binary_correct_new_sanction,binary_correct_order_total,binary_correct_new_history,binary_correct_new_search,binary_correct_new_help,binary_correct_new_legitimacy,binary_correct_new_closing
Male,0,0,3,H,Other,23,1,M,37,502.994012,742.5149701,83.83233533,0,2,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,0
Female,0,0,3,H,Other,23,1,M,32,336.5384615,870.1923077,182.6923077,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
Male,0,0,3,H,Other,38,1,M,37,361.7511521,755.7603687,244.2396313,0,1,0,1,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0
Male,0,0,3,H,Other,23,1,M,24,369.2104829,509.3126751,13.18608868,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
Male,0,0,3,H,Other,29,1,M,65,378.7878788,582.3863636,179.9242424,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
Male,0,0,3,H,Other,23,1,M,51,361.7511521,755.7603687,244.2396313,0,0,0,0,1,1,2,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0
Male,0,0,3,H,Other,30,1,M,19,307.0586033,505.5233102,84.25388504,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Female,0,0,3,H,Other,41,1,M,20,452.5288376,1237.799468,68.76663709,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0
Male,0,0,3,H,Other,44,1,M,32,684.1216216,1672.297297,42.22972973,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
Male,0,0,3,H,Other,42,1,M,62,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0
Female,0,0,3,H,Other,25,1,M,36,132.2154144,328.9261529,35.47242825,0,1,0,1,1,2,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0
Female,0,0,3,H,Other,41,1,M,25,545.3350854,1885.676741,118.2654402,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0
Female,0,0,3,H,Other,41,1,M,50,545.3350854,1885.676741,118.2654402,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0
Male,0,0,3,H,Other,39,1,M,18,330.9584004,563.0889451,108.0211446,0,1,0,1,1,1,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,0
Male,0,0,3,H,Other,41,1,M,70,152.173913,467.3913043,10.86956522,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0
Male,0,0,3,H,Other,41,1,M,52,121.9512195,609.7560976,34.14634146,0,1,0,1,1,2,1,0,0,0,0,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1,0
Female,0,0,3,H,Other,28,1,M,29,361.7511521,755.7603687,244.2396313,0,1,0,1,1,3,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0
Female,0,0,3,H,Other,23,1,M,25,465.8549497,1154.049762,487.0301747,0,2,1,1,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0
Female,0,0,3,H,Other,23,1,M,24,361.7511521,755.7603687,244.2396313,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
Female,0,0,3,H,Other,38,1,M,55,263.9368525,1369.018254,29.60039467,0,1,0,1,0,1,0,0,0,0,0,1,2,0,1,0,1,0,1,0,0,0,0,0,1,1,0
Male,0,0,3,H,Other,23,1,M,72,837.3205742,3732.057416,103.6682616,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
Male,0,0,3,H,Other,44,1,M,47,136.1633961,524.6295555,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0
Male,0,0,3,U,Other,30,1,M,19,330.9692671,592.7051672,47.28132388,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Male,0,0,3,U,Other,30,1,M,20,410.5839416,547.4452555,147.810219,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
Male,0,0,3,U,Other,30,1,M,38,328.0318091,614.3141153,65.60636183,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0
Female,0,0,3,U,Other,30,1,M,19,307.0586033,505.5233102,84.25388504,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
Male,0,0,3,U,Other,30,1,M,39,121.9512195,609.7560976,34.14634146,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
Male,0,0,3,U,Other,30,1,M,40,383.9824465,625.3428415,52.11190346,0,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0,0,1,0,0,1,1,0
Male,0,0,3,U,Other,50,1,M,49,172.6764855,1020.822753,15.23616049,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Male,0,0,3,U,Other,28,1,M,34,362.5527688,573.6280109,89.39657313,0,2,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,0
Female,0,0,3,U,Other,50,1,M,35,136.1633961,524.6295555,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0
Male,0,0,3,U,Other,30,1,M,30,397.515528,927.5362319,144.9275362,0,2,0,2,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0
Male,0,0,3,U,Other,50,1,M,78,113.1984586,503.371869,7.225433526,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0
Male,0,0,3,U,Other,36,1,M,22,326.2578616,1344.339623,113.9937107,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0
Female,0,0,3,W,White,30,1,M,29,307.0586033,505.5233102,84.25388504,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0
Male,0,0,3,W,White,53,1,M,41,172.6764855,1020.822753,15.23616049,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
Female,0,0,3,W,White,35,1,M,50,327.4621682,2723.889854,138.9233441,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0
Male,0,0,3,W,White,29,1,M,23,328.0318091,614.3141153,65.60636183,0,1,0,1,1,1,0,0,0,0,0,1,2,0,1,0,1,1,1,0,0,0,0,0,1,1,0
Male,0,0,3,W,White,29,1,M,35,328.0318091,614.3141153,65.60636183,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0
Male,0,0,3,W,White,32,1,M,32,248.455731,466.7124228,54.90734386,0,1,0,1,1,1,1,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0
Male,0,0,3,W,White,37,1,M,23,502.994012,742.5149701,83.83233533,0,0,0,0,1,1,0,0,2,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0
Male,0,0,3,W,White,26,1,M,18,340.3141361,491.5648633,66.89936009,0,0,0,0,1,1,0,0,5,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0
Female,0,0,3,W,White,45,1,M,58,361.7511521,755.7603687,244.2396313,0,1,0,1,1,1,0,0,0,0,0,1,2,0,1,0,1,1,1,0,0,0,0,0,1,1,0
Female,0,0,3,W,White,40,1,M,20,666.6666667,4952.380952,95.23809524,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
Female,0,0,3,W,White,35,1,M,28,157.6044129,596.2700289,26.26740215,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0
Female,0,0,3,W,White,32,1,M,59,495.1140065,2123.778502,234.5276873,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0
Male,0,0,3,W,White,32,1,M,53,172.328902,534.2195963,14.77104874,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0
Female,0,0,3,W,White,48,1,M,20,115.3212521,713.8934651,19.22020868,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0
Male,0,0,3,W,White,32,1,M,63,309.5666068,687.0381466,59.91611744,0,2,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0
Male,0,0,3,W,White,24,1,M,32,245.8558391,748.7427826,18.62544235,0,0,0,0,1,1,0,0,3,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0
Female,0,0,3,W,White,44,1,M,21,263.9368525,1369.018254,29.60039467,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Male,0,0,3,W,White,44,1,M,22,142.2475107,778.8051209,10.6685633,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
Male,0,0,3,W,White,30,1,M,29,245.8558391,748.7427826,18.62544235,0,1,0,1,1,1,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,0
Male,0,0,3,W,White,44,1,M,41,97.73662551,766.4609053,0,0,1,0,1,1,2,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0
Male,0,0,3,W,White,30,1,M,20,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,3,0,1,0,1,1,1,0,0,1,0,0,1,1,0
Male,0,0,3,W,White,49,1,M,20,378.7878788,582.3863636,179.9242424,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0
Male,0,0,3,W,White,40,1,M,52,452.5288376,1237.799468,68.76663709,0,1,0,1,2,2,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0
Male,0,0,3,W,White,31,1,M,25,248.455731,466.7124228,54.90734386,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0
Female,0,0,3,W,White,31,1,M,63,316.9014085,544.1741357,113.6363636,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0
Male,0,0,3,W,White,48,1,M,45,245.8558391,748.7427826,18.62544235,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Male,0,0,3,W,White,24,1,M,56,465.8549497,1154.049762,487.0301747,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0
Male,0,0,3,W,White,42,1,M,18,52.58274049,450.0463965,3.093102382,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
Female,0,0,3,W,White,41,1,M,31,80.15478165,406.3018242,2.763957988,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Female,0,0,3,W,White,33,1,M,57,309.5666068,687.0381466,59.91611744,0,2,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0
Male,0,0,3,W,White,28,1,M,53,383.9824465,625.3428415,52.11190346,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0
Male,0,0,3,W,White,34,1,M,39,232.5581395,3953.488372,0,0,1,0,1,0,1,1,0,0,0,0,1,3,0,1,0,1,0,1,1,0,0,0,0,1,1,0
Male,0,0,3,W,White,33,1,M,19,326.2578616,1344.339623,113.9937107,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
Male,0,0,3,W,White,53,1,M,23,226.259856,462.8042509,54.85087419,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0
Male,0,0,3,W,White,23,1,M,24,321.9913222,561.7720941,77.64329756,0,1,0,1,1,1,2,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0
Male,0,0,3,W,White,38,1,M,24,328.0318091,614.3141153,65.60636183,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
Female,0,0,3,W,White,38,1,M,21,837.3205742,3732.057416,103.6682616,0,1,0,1,1,1,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,0
Male,0,0,3,W,White,25,1,M,20,452.5288376,1237.799468,68.76663709,0,2,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,0
Male,0,0,3,W,White,37,1,M,38,410.5839416,547.4452555,147.810219,0,1,0,1,1,1,1,0,0,0,0,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1,0
Male,0,0,3,W,White,41,1,M,24,226.259856,462.8042509,54.85087419,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0
Male,0,0,3,W,White,32,1,M,19,303.5320088,629.1390728,22.07505519,0,1,0,1,1,2,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0
Female,0,0,3,W,White,39,1,M,27,410.5839416,547.4452555,147.810219,0,1,0,1,2,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0
Male,0,0,3,W,White,44,1,M,19,193.8726663,1110.579225,11.96744854,0,2,1,1,1,2,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0
Male,0,0,3,W,White,35,1,M,30,185.6060606,689.3939394,30.3030303,0,1,0,1,1,2,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0
Female,0,0,3,W,White,39,1,M,53,684.1216216,1672.297297,42.22972973,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0
Male,0,0,3,W,White,44,1,M,33,384.9950642,439.2892399,177.6900296,0,2,1,1,1,2,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0
Female,0,0,3,W,White,34,1,M,30,176.0074108,685.5025475,13.89532191,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0
Female,0,0,3,W,White,40,1,M,48,193.8726663,1110.579225,11.96744854,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
Female,0,0,3,W,White,38,1,M,56,0,0,0,0,1,0,1,1,2,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,0
Male,0,0,3,W,White,27,1,M,44,244.5855116,582.5242718,18.67064974,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0
Male,0,0,3,W,White,39,1,M,53,837.3205742,3732.057416,103.6682616,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Male,0,0,3,W,White,41,1,M,57,362.5527688,573.6280109,89.39657313,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0
Male,0,0,3,W,White,41,1,M,29,362.5527688,573.6280109,89.39657313,0,2,1,1,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0
Male,0,0,3,W,White,30,1,M,66,332.361516,524.7813411,43.73177843,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0
Female,0,0,3,W,White,41,1,M,35,340.3141361,491.5648633,66.89936009,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0
Male,0,0,3,W,White,30,1,M,24,185.4066986,552.2328549,21.92982456,0,2,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0
Male,0,0,3,W,White,26,1,M,22,336.5384615,870.1923077,182.6923077,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Female,0,0,3,W,White,39,1,M,56,837.3205742,3732.057416,103.6682616,0,1,0,1,1,2,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0
Female,0,0,3,W,White,48,1,M,29,450.2617801,816.7539267,125.6544503,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0
Female,0,0,3,W,White,29,1,M,34,263.9368525,1369.018254,29.60039467,0,1,1,0,0,0,2,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
Male,0,0,3,W,White,53,1,M,30,119.7836167,583.4621329,30.91190108,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
Female,0,0,3,W,White,35,1,M,45,327.4621682,2723.889854,138.9233441,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
Male,0,0,3,W,White,30,1,M,25,185.6060606,689.3939394,30.3030303,0,2,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0
Male,0,0,3,W,White,29,1,M,49,410.5839416,547.4452555,147.810219,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0
Male,0,0,3,W,White,40,1,M,38,397.515528,927.5362319,144.9275362,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0
Male,0,0,3,W,White,24,1,M,18,245.8558391,748.7427826,18.62544235,0,1,0,1,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0
Male,0,0,3,W,White,27,1,M,65,193.8726663,1110.579225,11.96744854,0,1,0,1,1,1,1,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0
Male,0,0,3,W,White,29,1,M,30,321.9913222,561.7720941,77.64329756,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0
Male,0,0,3,W,White,27,1,M,41,837.3205742,3732.057416,103.6682616,0,1,0,1,1,2,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,0
Male,0,0,3,W,White,31,1,M,26,369.2104829,509.3126751,13.18608868,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0
Female,0,0,3,W,White,30,1,M,21,410.5839416,547.4452555,147.810219,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0
Male,0,0,3,W,White,31,1,M,45,142.2475107,778.8051209,10.6685633,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0
Female,0,0,3,W,White,31,1,M,25,326.2578616,1344.339623,113.9937107,0,0,0,0,0,3,2,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
Male,0,0,3,W,White,26,1,M,22,298.2292637,1099.72041,55.91798695,0,1,1,0,1,0,0,0,5,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0
Female,0,0,3,W,White,34,1,M,47,1057.692308,8581.730769,288.4615385,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0
Female,0,0,3,W,White,37,1,M,38,486.4181933,1036.007581,183.1964624,0,1,0,1,1,3,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0
Female,0,0,3,W,White,31,1,M,28,57.20823799,443.3638444,2.860411899,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0
Male,0,0,3,W,White,52,1,M,29,837.3205742,3732.057416,103.6682616,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
Female,0,0,3,W,White,50,1,M,27,177.8752437,419.1033138,38.98635478,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0
Female,0,0,3,W,White,26,1,M,26,837.3205742,3732.057416,103.6682616,0,1,0,1,1,2,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0
Male,0,0,3,W,White,36,1,M,59,348.1359649,496.1622807,106.9078947,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
Male,0,0,3,W,White,38,1,M,20,330.9692671,592.7051672,47.28132388,0,0,0,0,1,0,0,0,4,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
Male,0,0,3,W,White,38,1,M,35,308.8124529,1225.20713,100.426814,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0
Male,0,0,3,W,White,49,1,M,41,326.2578616,1344.339623,113.9937107,0,1,0,1,0,3,1,0,0,0,0,1,2,0,1,0,1,0,1,1,0,0,0,0,1,1,0
Male,0,0,3,W,White,38,1,M,28,837.3205742,3732.057416,103.6682616,0,1,0,1,1,2,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0
Female,0,0,3,W,White,27,1,M,25,303.5320088,629.1390728,22.07505519,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0
Male,0,0,3,W,White,44,1,M,26,378.7878788,582.3863636,179.9242424,0,1,0,1,1,3,1,0,0,0,0,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1,0
Female,0,0,3,W,White,38,1,M,40,336.5384615,870.1923077,182.6923077,0,1,0,1,1,2,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0
Male,0,0,3,W,White,29,1,M,47,684.1216216,1672.297297,42.22972973,0,2,1,1,2,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0
Male,0,0,3,W,White,25,1,M,23,172.328902,534.2195963,14.77104874,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0
Male,0,1,3,W,White,36,1,M,32,121.9512195,609.7560976,34.14634146,0,2,0,2,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,1,1,0
Female,0,0,3,W,White,36,1,M,31,303.5320088,629.1390728,22.07505519,0,0,0,0,1,2,0,0,2,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0
Male,0,0,3,W,White,31,1,M,45,117.9413867,843.459614,7.147962831,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0
Male,0,0,3,W,White,32,1,M,20,307.250221,649.867374,46.41909814,0,2,1,1,1,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0
Male,0,0,3,W,White,31,1,M,34,263.9368525,1369.018254,29.60039467,0,0,0,0,1,1,0,0,0,0,0,1,2,0,0,0,0,1,1,0,0,0,0,0,1,1,0
Male,0,0,3,W,White,45,1,M,31,327.4621682,2723.889854,138.9233441,0,2,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0
Female,0,0,3,W,White,29,1,M,22,309.5666068,687.0381466,59.91611744,0,2,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0
Female,0,0,3,W,White,32,1,M,53,248.455731,466.7124228,54.90734386,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0
Male,0,0,3,W,White,40,1,M,60,545.3350854,1885.676741,118.2654402,0,1,0,1,1,1,1,0,2,0,0,1,1,0,1,0,1,1,1,1,0,1,0,0,1,1,0
Female,0,0,3,W,White,48,1,M,42,308.8124529,1225.20713,100.426814,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0
Male,0,0,3,W,White,44,1,M,50,486.4181933,1036.007581,183.1964624,0,2,1,1,1,2,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0
Male,0,0,3,W,White,48,1,M,31,308.8124529,1225.20713,100.426814,0,1,0,1,1,3,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0
Female,0,0,3,W,White,44,1,M,50,450.2617801,816.7539267,125.6544503,0,2,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0
Male,0,0,3,W,White,44,1,M,28,136.1633961,524.6295555,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,0
Male,0,0,3,W,White,48,1,M,37,308.8124529,1225.20713,100.426814,0,1,0,1,0,3,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0
Female,0,0,3,W,White,44,1,M,71,450.2617801,816.7539267,125.6544503,0,2,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0
Female,0,0,3,W,White,40,1,M,27,545.3350854,1885.676741,118.2654402,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Male,0,0,3,W,White,33,1,M,20,369.2104829,509.3126751,13.18608868,0,0,0,0,1,0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
Female,0,0,3,W,White,30,1,M,30,115.3212521,713.8934651,19.22020868,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0
Male,0,0,3,W,White,40,1,M,24,263.9368525,1369.018254,29.60039467,0,1,0,1,1,2,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0
Female,0,0,3,W,White,34,1,M,21,188.0204136,354.55278,10.74402364,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
Female,0,0,3,W,White,44,1,M,30,327.4621682,2723.889854,138.9233441,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0
Female,0,0,3,W,White,23,1,M,33,348.1359649,496.1622807,106.9078947,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0
